pokemon,tm_number,move_name
Poliwrath,36,Rock Tomb
Poliwrath,39,Low Sweep
Poliwrath,43,Fling
Poliwrath,47,Endure
Poliwrath,50,Rain Dance
Poliwrath,55,Dig
Poliwrath,58,Brick Break
Poliwrath,64,Bulk Up
Poliwrath,66,Body Slam
Poliwrath,69,Ice Punch
Poliwrath,70,Sleep Talk
Poliwrath,73,Drain Punch
Poliwrath,77,Waterfall
Poliwrath,80,Metronome
Poliwrath,83,Poison Jab
Poliwrath,85,Rest
Poliwrath,86,Rock Slide
Poliwrath,87,Taunt
Poliwrath,103,Substitute
Poliwrath,110,Liquidation
Poliwrath,120,Psychic
Poliwrath,122,Encore
Poliwrath,123,Surf
Poliwrath,128,Amnesia
Poliwrath,130,Helping Hand
Poliwrath,132,Baton Pass
Poliwrath,133,Earth Power
Poliwrath,134,Reversal
Poliwrath,135,Ice Beam
Poliwrath,142,Hydro Pump
Poliwrath,143,Blizzard
Poliwrath,149,Earthquake
Poliwrath,152,Giga Impact
Poliwrath,158,Focus Blast
Poliwrath,163,Hyper Beam
Poliwrath,167,Close Combat
Poliwrath,171,Tera Blast
Poliwrath,174,Haze
Poliwrath,181,Knock Off
Poliwrath,184,Vacuum Wave
Poliwrath,186,High Horsepower
Poliwrath,192,Focus Punch
Poliwrath,193,Weather Ball
Poliwrath,203,Psych Up
Poliwrath,204,Double-Edge
Poliwrath,205,Endeavor
Poliwrath,208,Whirlpool
Poliwrath,209,Muddy Water
Poliwrath,213,Coaching
Poliwrath,221,Throat Chop
Poliwrath,229,Upper Hand
Abra,6,Calm Mind
Abra,8,Thunder Wave
Abra,16,Light Screen
Abra,17,Protect
Abra,23,Thunder Punch
Abra,24,Ice Punch
Abra,26,Energy Ball
Abra,27,Swift
Abra,29,Fire Punch
Abra,31,Reflect
Abra,32,Double Team
Abra,33,Body Slam
Abra,35,Endure
Abra,51,Safeguard
Abra,59,Zen Headbutt
Abra,63,Psychic
Abra,74,Shadow Ball
Abra,85,Substitute
Abra,87,Iron Tail
Abra,92,Dazzling Gleam
Abra,95,Taunt
Abra,99,Metronome
Abra,109,Facade
Abra,127,Dream Eater
Abra,131,Drain Punch
Abra,147,Tri Attack
Kadabra,3,Psyshock
Kadabra,6,Calm Mind
Kadabra,8,Thunder Wave
Kadabra,16,Light Screen
Kadabra,17,Protect
Kadabra,23,Thunder Punch
Kadabra,24,Ice Punch
Kadabra,26,Energy Ball
Kadabra,27,Swift
Kadabra,29,Fire Punch
Kadabra,31,Reflect
Kadabra,32,Double Team
Kadabra,33,Body Slam
Kadabra,35,Endure
Kadabra,51,Safeguard
Kadabra,59,Zen Headbutt
Kadabra,60,Future Sight
Kadabra,63,Psychic
Kadabra,74,Shadow Ball
Kadabra,85,Substitute
Kadabra,87,Iron Tail
Kadabra,92,Dazzling Gleam
Kadabra,95,Taunt
Kadabra,99,Metronome
Kadabra,109,Facade
Kadabra,127,Dream Eater
Kadabra,130,Charge Beam
Kadabra,131,Drain Punch
Kadabra,147,Tri Attack
Alakazam,3,Psyshock
Alakazam,6,Calm Mind
Alakazam,8,Thunder Wave
Alakazam,16,Light Screen
Alakazam,17,Protect
Alakazam,23,Thunder Punch
Alakazam,24,Ice Punch
Alakazam,26,Energy Ball
Alakazam,27,Swift
Alakazam,29,Fire Punch
Alakazam,31,Reflect
Alakazam,32,Double Team
Alakazam,33,Body Slam
Alakazam,35,Endure
Alakazam,44,Hyper Beam
Alakazam,51,Safeguard
Alakazam,59,Zen Headbutt
Alakazam,60,Future Sight
Alakazam,63,Psychic
Alakazam,74,Shadow Ball
Alakazam,83,Nasty Plot
Alakazam,85,Substitute
Alakazam,87,Iron Tail
Alakazam,92,Dazzling Gleam
Alakazam,95,Taunt
Alakazam,99,Metronome
Alakazam,102,Focus Blast
Alakazam,109,Facade
Alakazam,127,Dream Eater
Alakazam,130,Charge Beam
Alakazam,131,Drain Punch
Alakazam,147,Tri Attack
Machop,4,Rock Smash
Machop,10,Brick Break
Machop,11,Bulk Up
Machop,12,Rock Slide
Machop,16,Light Screen
Machop,17,Protect
Machop,18,Power-Up Punch
Machop,23,Thunder Punch
Machop,24,Ice Punch
Machop,28,Dig
Machop,29,Fire Punch
Machop,33,Body Slam
Machop,35,Endure
Machop,36,Rock Tomb
Machop,38,Fire Blast
Machop,45,Knock Off
Machop,56,Double-Edge
Machop,62,Flamethrower
Machop,69,Earthquake
Machop,77,Poison Jab
Machop,78,Bulldoze
Machop,85,Substitute
Machop,99,Metronome
Machop,102,Focus Blast
Machop,103,Work Up
Machop,107,Close Combat
Machop,108,Comet Punch
Machop,109,Facade
Machop,113,Low Sweep
Machop,131,Drain Punch
Machop,135,Dual Chop
Machop,154,Fissure
Machoke,4,Rock Smash
Machoke,10,Brick Break
Machoke,11,Bulk Up
Machoke,12,Rock Slide
Machoke,16,Light Screen
Machoke,17,Protect
Machoke,18,Power-Up Punch
Machoke,23,Thunder Punch
Machoke,24,Ice Punch
Machoke,28,Dig
Machoke,29,Fire Punch
Machoke,33,Body Slam
Machoke,35,Endure
Machoke,36,Rock Tomb
Machoke,38,Fire Blast
Machoke,45,Knock Off
Machoke,56,Double-Edge
Machoke,62,Flamethrower
Machoke,69,Earthquake
Machoke,77,Poison Jab
Machoke,78,Bulldoze
Machoke,85,Substitute
Machoke,99,Metronome
Machoke,102,Focus Blast
Machoke,103,Work Up
Machoke,107,Close Combat
Machoke,108,Comet Punch
Machoke,109,Facade
Machoke,113,Low Sweep
Machoke,131,Drain Punch
Machoke,135,Dual Chop
Machoke,154,Fissure
Machamp,4,Rock Smash
Machamp,10,Brick Break
Machamp,11,Bulk Up
Machamp,12,Rock Slide
Machamp,16,Light Screen
Machamp,17,Protect
Machamp,18,Power-Up Punch
Machamp,23,Thunder Punch
Machamp,24,Ice Punch
Machamp,28,Dig
Machamp,29,Fire Punch
Machamp,33,Body Slam
Machamp,35,Endure
Machamp,36,Rock Tomb
Machamp,38,Fire Blast
Machamp,44,Hyper Beam
Machamp,45,Knock Off
Machamp,55,Giga Impact
Machamp,56,Double-Edge
Machamp,62,Flamethrower
Machamp,65,Stone Edge
Machamp,69,Earthquake
Machamp,77,Poison Jab
Machamp,78,Bulldoze
Machamp,85,Substitute
Machamp,99,Metronome
Machamp,102,Focus Blast
Machamp,103,Work Up
Machamp,107,Close Combat
Machamp,108,Comet Punch
Machamp,109,Facade
Machamp,113,Low Sweep
Machamp,131,Drain Punch
Machamp,135,Dual Chop
Machamp,137,Storm Throw
Machamp,154,Fissure
Bellsprout,7,Toxic
Bellsprout,17,Protect
Bellsprout,26,Energy Ball
Bellsprout,30,Swords Dance
Bellsprout,31,Reflect
Bellsprout,35,Endure
Bellsprout,40,Bullet Seed
Bellsprout,42,Giga Drain
Bellsprout,45,Knock Off
Bellsprout,64,Solar Beam
Bellsprout,77,Poison Jab
Bellsprout,85,Substitute
Bellsprout,89,Toxic Spikes
Bellsprout,109,Facade
Bellsprout,112,Acid Spray
Bellsprout,115,Trailblaze
Bellsprout,128,Seed Bomb
Weepinbell,7,Toxic
Weepinbell,17,Protect
Weepinbell,26,Energy Ball
Weepinbell,30,Swords Dance
Weepinbell,31,Reflect
Weepinbell,35,Endure
Weepinbell,40,Bullet Seed
Weepinbell,42,Giga Drain
Weepinbell,45,Knock Off
Weepinbell,64,Solar Beam
Weepinbell,77,Poison Jab
Weepinbell,85,Substitute
Weepinbell,89,Toxic Spikes
Weepinbell,109,Facade
Weepinbell,112,Acid Spray
Weepinbell,115,Trailblaze
Weepinbell,128,Seed Bomb
Victreebel,7,Toxic
Victreebel,17,Protect
Victreebel,26,Energy Ball
Victreebel,30,Swords Dance
Victreebel,31,Reflect
Victreebel,35,Endure
Victreebel,40,Bullet Seed
Victreebel,42,Giga Drain
Victreebel,44,Hyper Beam
Victreebel,45,Knock Off
Victreebel,53,Sludge Bomb
Victreebel,55,Giga Impact
Victreebel,64,Solar Beam
Victreebel,77,Poison Jab
Victreebel,85,Substitute
Victreebel,89,Toxic Spikes
Victreebel,109,Facade
Victreebel,112,Acid Spray
Victreebel,115,Trailblaze
Victreebel,128,Seed Bomb
Tentacool,7,Protect
Tentacool,11,Water Pulse
Tentacool,13,Acid Spray
Tentacool,17,Confuse Ray
Tentacool,18,Thief
Tentacool,21,Pounce
Tentacool,22,Chilling Water
Tentacool,25,Facade
Tentacool,29,Hex
Tentacool,32,Swift
Tentacool,34,Icy Wind
Tentacool,35,Mud Shot
Tentacool,45,Venoshock
Tentacool,47,Endure
Tentacool,50,Rain Dance
Tentacool,70,Sleep Talk
Tentacool,79,Dazzling Gleam
Tentacool,83,Poison Jab
Tentacool,85,Rest
Tentacool,88,Swords Dance
Tentacool,91,Toxic Spikes
Tentacool,102,Gunk Shot
Tentacool,103,Substitute
Tentacool,110,Liquidation
Tentacool,111,Giga Drain
Tentacool,123,Surf
Tentacool,135,Ice Beam
Tentacool,142,Hydro Pump
Tentacool,143,Blizzard
Tentacool,148,Sludge Bomb
Tentacool,171,Tera Blast
Tentacool,174,Haze
Tentacool,175,Toxic
Tentacool,181,Knock Off
Tentacool,196,Flip Turn
Tentacool,208,Whirlpool
Tentacool,209,Muddy Water
Tentacool,214,Sludge Wave
Tentacool,221,Throat Chop
Tentacruel,6,Scary Face
Tentacruel,7,Protect
Tentacruel,11,Water Pulse
Tentacruel,13,Acid Spray
Tentacruel,17,Confuse Ray
Tentacruel,18,Thief
Tentacruel,21,Pounce
Tentacruel,22,Chilling Water
Tentacruel,25,Facade
Tentacruel,29,Hex
Tentacruel,32,Swift
Tentacruel,34,Icy Wind
Tentacruel,35,Mud Shot
Tentacruel,45,Venoshock
Tentacruel,47,Endure
Tentacruel,50,Rain Dance
Tentacruel,70,Sleep Talk
Tentacruel,79,Dazzling Gleam
Tentacruel,83,Poison Jab
Tentacruel,85,Rest
Tentacruel,88,Swords Dance
Tentacruel,91,Toxic Spikes
Tentacruel,102,Gunk Shot
Tentacruel,103,Substitute
Tentacruel,110,Liquidation
Tentacruel,111,Giga Drain
Tentacruel,123,Surf
Tentacruel,135,Ice Beam
Tentacruel,142,Hydro Pump
Tentacruel,143,Blizzard
Tentacruel,148,Sludge Bomb
Tentacruel,152,Giga Impact
Tentacruel,163,Hyper Beam
Tentacruel,171,Tera Blast
Tentacruel,174,Haze
Tentacruel,175,Toxic
Tentacruel,181,Knock Off
Tentacruel,193,Weather Ball
Tentacruel,196,Flip Turn
Tentacruel,208,Whirlpool
Tentacruel,209,Muddy Water
Tentacruel,214,Sludge Wave
Tentacruel,219,Skitter Smack
Tentacruel,221,Throat Chop
Geodude,0,Mega Punch
Geodude,1,Take Down
Geodude,5,Mud-Slap
Geodude,6,Scary Face
Geodude,7,Protect
Geodude,25,Facade
Geodude,28,Bulldoze
Geodude,35,Mud Shot
Geodude,36,Rock Tomb
Geodude,43,Fling
Geodude,47,Endure
Geodude,49,Sunny Day
Geodude,51,Sandstorm
Geodude,55,Dig
Geodude,58,Brick Break
Geodude,66,Body Slam
Geodude,67,Fire Punch
Geodude,68,Thunder Punch
Geodude,70,Sleep Talk
Geodude,76,Rock Blast
Geodude,80,Metronome
Geodude,84,Stomping Tantrum
Geodude,85,Rest
Geodude,86,Rock Slide
Geodude,103,Substitute
Geodude,104,Iron Defense
Geodude,116,Stealth Rock
Geodude,125,Flamethrower
Geodude,133,Earth Power
Geodude,141,Fire Blast
Geodude,149,Earthquake
Geodude,150,Stone Edge
Geodude,171,Tera Blast
Geodude,179,Smack Down
Geodude,180,Gyro Ball
Geodude,186,High Horsepower
Geodude,192,Focus Punch
Geodude,204,Double-Edge
Geodude,224,Curse
Graveler,1,Take Down
Graveler,5,Mud-Slap
Graveler,6,Scary Face
Graveler,7,Protect
Graveler,25,Facade
Graveler,28,Bulldoze
Graveler,35,Mud Shot
Graveler,36,Rock Tomb
Graveler,43,Fling
Graveler,47,Endure
Graveler,49,Sunny Day
Graveler,51,Sandstorm
Graveler,55,Dig
Graveler,58,Brick Break
Graveler,66,Body Slam
Graveler,67,Fire Punch
Graveler,68,Thunder Punch
Graveler,70,Sleep Talk
Graveler,76,Rock Blast
Graveler,80,Metronome
Graveler,84,Stomping Tantrum
Graveler,85,Rest
Graveler,86,Rock Slide
Graveler,89,Body Press
Graveler,99,Iron Head
Graveler,103,Substitute
Graveler,104,Iron Defense
Graveler,116,Stealth Rock
Graveler,121,Heavy Slam
Graveler,125,Flamethrower
Graveler,133,Earth Power
Graveler,141,Fire Blast
Graveler,149,Earthquake
Graveler,150,Stone Edge
Graveler,158,Focus Blast
Graveler,171,Tera Blast
Graveler,179,Smack Down
Graveler,180,Gyro Ball
Graveler,186,High Horsepower
Graveler,192,Focus Punch
Graveler,204,Double-Edge
Graveler,224,Curse
Graveler,225,Hard Press
Golem,1,Take Down
Golem,5,Mud-Slap
Golem,6,Scary Face
Golem,7,Protect
Golem,25,Facade
Golem,28,Bulldoze
Golem,35,Mud Shot
Golem,36,Rock Tomb
Golem,43,Fling
Golem,47,Endure
Golem,49,Sunny Day
Golem,51,Sandstorm
Golem,55,Dig
Golem,58,Brick Break
Golem,66,Body Slam
Golem,67,Fire Punch
Golem,68,Thunder Punch
Golem,70,Sleep Talk
Golem,76,Rock Blast
Golem,80,Metronome
Golem,84,Stomping Tantrum
Golem,85,Rest
Golem,86,Rock Slide
Golem,89,Body Press
Golem,99,Iron Head
Golem,103,Substitute
Golem,104,Iron Defense
Golem,116,Stealth Rock
Golem,121,Heavy Slam
Golem,125,Flamethrower
Golem,133,Earth Power
Golem,141,Fire Blast
Golem,149,Earthquake
Golem,150,Stone Edge
Golem,152,Giga Impact
Golem,158,Focus Blast
Golem,163,Hyper Beam
Golem,171,Tera Blast
Golem,172,Roar
Golem,179,Smack Down
Golem,180,Gyro Ball
Golem,186,High Horsepower
Golem,192,Focus Punch
Golem,204,Double-Edge
Golem,224,Curse
Golem,225,Hard Press
Slowpoke,1,Headbutt
Slowpoke,3,Psyshock
Slowpoke,6,Calm Mind
Slowpoke,8,Thunder Wave
Slowpoke,13,Ice Beam
Slowpoke,16,Light Screen
Slowpoke,17,Protect
Slowpoke,27,Swift
Slowpoke,28,Dig
Slowpoke,33,Body Slam
Slowpoke,35,Endure
Slowpoke,38,Fire Blast
Slowpoke,41,Water Pulse
Slowpoke,46,Mud Shot
Slowpoke,49,Icy Wind
Slowpoke,51,Safeguard
Slowpoke,59,Zen Headbutt
Slowpoke,62,Flamethrower
Slowpoke,63,Psychic
Slowpoke,69,Earthquake
Slowpoke,70,Whirlpool
Slowpoke,73,Surf
Slowpoke,74,Shadow Ball
Slowpoke,76,Liquidation
Slowpoke,85,Substitute
Slowpoke,87,Iron Tail
Slowpoke,91,Curse
Slowpoke,96,Hydro Pump
Slowpoke,98,Waterfall
Slowpoke,105,Blizzard
Slowpoke,109,Facade
Slowpoke,110,Chilling Water
Slowpoke,127,Dream Eater
Slowpoke,146,Skull Bash
Slowpoke,147,Tri Attack
Slowpoke,148,Scald
Slowbro,1,Headbutt
Slowbro,3,Psyshock
Slowbro,6,Calm Mind
Slowbro,8,Thunder Wave
Slowbro,13,Ice Beam
Slowbro,16,Light Screen
Slowbro,17,Protect
Slowbro,19,Power Gem
Slowbro,24,Ice Punch
Slowbro,27,Swift
Slowbro,28,Dig
Slowbro,33,Body Slam
Slowbro,35,Endure
Slowbro,38,Fire Blast
Slowbro,41,Water Pulse
Slowbro,44,Hyper Beam
Slowbro,46,Mud Shot
Slowbro,49,Icy Wind
Slowbro,51,Safeguard
Slowbro,55,Giga Impact
Slowbro,59,Zen Headbutt
Slowbro,60,Future Sight
Slowbro,62,Flamethrower
Slowbro,63,Psychic
Slowbro,69,Earthquake
Slowbro,70,Whirlpool
Slowbro,73,Surf
Slowbro,74,Shadow Ball
Slowbro,76,Liquidation
Slowbro,83,Nasty Plot
Slowbro,85,Substitute
Slowbro,87,Iron Tail
Slowbro,91,Curse
Slowbro,96,Hydro Pump
Slowbro,97,Heal Block
Slowbro,98,Waterfall
Slowbro,99,Metronome
Slowbro,102,Focus Blast
Slowbro,105,Blizzard
Slowbro,109,Facade
Slowbro,110,Chilling Water
Slowbro,120,Ancient Power
Slowbro,127,Dream Eater
Slowbro,131,Drain Punch
Slowbro,140,Muddy Water
Slowbro,146,Skull Bash
Slowbro,147,Tri Attack
Slowbro,148,Scald
Magnemite,1,Take Down
Magnemite,7,Protect
Magnemite,17,Confuse Ray
Magnemite,23,Charge Beam
Magnemite,25,Facade
Magnemite,32,Swift
Magnemite,47,Endure
Magnemite,48,Volt Switch
Magnemite,49,Sunny Day
Magnemite,50,Rain Dance
Magnemite,51,Sandstorm
Magnemite,70,Sleep Talk
Magnemite,72,Electro Ball
Magnemite,74,Reflect
Magnemite,75,Light Screen
Magnemite,82,Thunder Wave
Magnemite,85,Rest
Magnemite,93,Flash Cannon
Magnemite,96,Eerie Impulse
Magnemite,99,Iron Head
Magnemite,103,Substitute
Magnemite,104,Iron Defense
Magnemite,121,Heavy Slam
Magnemite,126,Thunderbolt
Magnemite,130,Helping Hand
Magnemite,136,Electric Terrain
Magnemite,147,Wild Charge
Magnemite,166,Thunder
Magnemite,170,Steel Beam
Magnemite,171,Tera Blast
Magnemite,173,Charge
Magnemite,178,Gravity
Magnemite,180,Gyro Ball
Magnemite,211,Electroweb
Magnemite,223,Metal Sound
Magneton,1,Take Down
Magneton,7,Protect
Magneton,17,Confuse Ray
Magneton,23,Charge Beam
Magneton,25,Facade
Magneton,32,Swift
Magneton,47,Endure
Magneton,48,Volt Switch
Magneton,49,Sunny Day
Magneton,50,Rain Dance
Magneton,51,Sandstorm
Magneton,70,Sleep Talk
Magneton,72,Electro Ball
Magneton,74,Reflect
Magneton,75,Light Screen
Magneton,82,Thunder Wave
Magneton,85,Rest
Magneton,93,Flash Cannon
Magneton,96,Eerie Impulse
Magneton,99,Iron Head
Magneton,103,Substitute
Magneton,104,Iron Defense
Magneton,121,Heavy Slam
Magneton,126,Thunderbolt
Magneton,130,Helping Hand
Magneton,136,Electric Terrain
Magneton,147,Wild Charge
Magneton,163,Hyper Beam
Magneton,166,Thunder
Magneton,170,Steel Beam
Magneton,171,Tera Blast
Magneton,173,Charge
Magneton,178,Gravity
Magneton,180,Gyro Ball
Magneton,211,Electroweb
Magneton,223,Metal Sound
Doduo,1,Take Down
Doduo,4,Agility
Doduo,5,Mud-Slap
Doduo,7,Protect
Doduo,12,Low Kick
Doduo,14,Acrobatics
Doduo,18,Thief
Doduo,25,Facade
Doduo,27,Aerial Ace
Doduo,32,Swift
Doduo,47,Endure
Doduo,49,Sunny Day
Doduo,50,Rain Dance
Doduo,66,Body Slam
Doduo,70,Sleep Talk
Doduo,85,Rest
Doduo,88,Swords Dance
Doduo,103,Substitute
Doduo,113,Tailwind
Doduo,130,Helping Hand
Doduo,132,Baton Pass
Doduo,164,Brave Bird
Doduo,171,Tera Blast
Doduo,181,Knock Off
Doduo,185,Lunge
Doduo,191,Uproar
Doduo,204,Double-Edge
Doduo,205,Endeavor
Doduo,216,Feather Dance
Doduo,221,Throat Chop
Dodrio,1,Take Down
Dodrio,4,Agility
Dodrio,5,Mud-Slap
Dodrio,6,Scary Face
Dodrio,7,Protect
Dodrio,12,Low Kick
Dodrio,14,Acrobatics
Dodrio,18,Thief
Dodrio,20,Trailblaze
Dodrio,21,Pounce
Dodrio,25,Facade
Dodrio,27,Aerial Ace
Dodrio,32,Swift
Dodrio,47,Endure
Dodrio,49,Sunny Day
Dodrio,50,Rain Dance
Dodrio,66,Body Slam
Dodrio,70,Sleep Talk
Dodrio,84,Stomping Tantrum
Dodrio,85,Rest
Dodrio,87,Taunt
Dodrio,88,Swords Dance
Dodrio,97,Fly
Dodrio,103,Substitute
Dodrio,106,Drill Run
Dodrio,113,Tailwind
Dodrio,130,Helping Hand
Dodrio,132,Baton Pass
Dodrio,152,Giga Impact
Dodrio,163,Hyper Beam
Dodrio,164,Brave Bird
Dodrio,171,Tera Blast
Dodrio,181,Knock Off
Dodrio,185,Lunge
Dodrio,191,Uproar
Dodrio,204,Double-Edge
Dodrio,205,Endeavor
Dodrio,216,Feather Dance
Dodrio,221,Throat Chop
Seel,1,Take Down
Seel,2,Charm
Seel,7,Protect
Seel,11,Water Pulse
Seel,18,Thief
Seel,22,Chilling Water
Seel,25,Facade
Seel,34,Icy Wind
Seel,43,Fling
Seel,46,Avalanche
Seel,47,Endure
Seel,50,Rain Dance
Seel,52,Snowscape
Seel,53,Smart Strike
Seel,66,Body Slam
Seel,70,Sleep Talk
Seel,77,Waterfall
Seel,85,Rest
Seel,103,Substitute
Seel,106,Drill Run
Seel,122,Encore
Seel,123,Surf
Seel,124,Ice Spinner
Seel,130,Helping Hand
Seel,135,Ice Beam
Seel,142,Hydro Pump
Seel,143,Blizzard
Seel,171,Tera Blast
Seel,174,Haze
Seel,187,Icicle Spear
Seel,191,Uproar
Seel,193,Weather Ball
Seel,196,Flip Turn
Seel,204,Double-Edge
Seel,208,Whirlpool
Seel,209,Muddy Water
Seel,212,Triple Axel
Seel,224,Curse
Dewgong,1,Take Down
Dewgong,2,Charm
Dewgong,7,Protect
Dewgong,11,Water Pulse
Dewgong,18,Thief
Dewgong,22,Chilling Water
Dewgong,25,Facade
Dewgong,34,Icy Wind
Dewgong,43,Fling
Dewgong,46,Avalanche
Dewgong,47,Endure
Dewgong,50,Rain Dance
Dewgong,52,Snowscape
Dewgong,53,Smart Strike
Dewgong,66,Body Slam
Dewgong,70,Sleep Talk
Dewgong,77,Waterfall
Dewgong,85,Rest
Dewgong,103,Substitute
Dewgong,106,Drill Run
Dewgong,110,Liquidation
Dewgong,122,Encore
Dewgong,123,Surf
Dewgong,124,Ice Spinner
Dewgong,127,Play Rough
Dewgong,130,Helping Hand
Dewgong,135,Ice Beam
Dewgong,142,Hydro Pump
Dewgong,143,Blizzard
Dewgong,152,Giga Impact
Dewgong,163,Hyper Beam
Dewgong,171,Tera Blast
Dewgong,174,Haze
Dewgong,181,Knock Off
Dewgong,187,Icicle Spear
Dewgong,191,Uproar
Dewgong,193,Weather Ball
Dewgong,196,Flip Turn
Dewgong,204,Double-Edge
Dewgong,205,Endeavor
Dewgong,208,Whirlpool
Dewgong,209,Muddy Water
Dewgong,212,Triple Axel
Dewgong,224,Curse
Dewgong,227,Alluring Voice
Grimer,1,Take Down
Grimer,5,Mud-Slap
Grimer,6,Scary Face
Grimer,7,Protect
Grimer,13,Acid Spray
Grimer,17,Confuse Ray
Grimer,18,Thief
Grimer,25,Facade
Grimer,29,Hex
Grimer,35,Mud Shot
Grimer,36,Rock Tomb
Grimer,43,Fling
Grimer,45,Venoshock
Grimer,47,Endure
Grimer,49,Sunny Day
Grimer,50,Rain Dance
Grimer,51,Sandstorm
Grimer,55,Dig
Grimer,59,Zen Headbutt
Grimer,66,Body Slam
Grimer,67,Fire Punch
Grimer,68,Thunder Punch
Grimer,69,Ice Punch
Grimer,70,Sleep Talk
Grimer,73,Drain Punch
Grimer,80,Metronome
Grimer,83,Poison Jab
Grimer,85,Rest
Grimer,86,Rock Slide
Grimer,87,Taunt
Grimer,92,Imprison
Grimer,102,Gunk Shot
Grimer,103,Substitute
Grimer,111,Giga Drain
Grimer,114,Shadow Ball
Grimer,125,Flamethrower
Grimer,126,Thunderbolt
Grimer,130,Helping Hand
Grimer,141,Fire Blast
Grimer,148,Sludge Bomb
Grimer,166,Thunder
Grimer,171,Tera Blast
Grimer,174,Haze
Grimer,175,Toxic
Grimer,202,Pain Split
Grimer,214,Sludge Wave
Grimer,224,Curse
Muk,1,Take Down
Muk,5,Mud-Slap
Muk,6,Scary Face
Muk,7,Protect
Muk,13,Acid Spray
Muk,17,Confuse Ray
Muk,18,Thief
Muk,25,Facade
Muk,29,Hex
Muk,32,Swift
Muk,35,Mud Shot
Muk,36,Rock Tomb
Muk,43,Fling
Muk,45,Venoshock
Muk,47,Endure
Muk,49,Sunny Day
Muk,50,Rain Dance
Muk,51,Sandstorm
Muk,55,Dig
Muk,58,Brick Break
Muk,59,Zen Headbutt
Muk,66,Body Slam
Muk,67,Fire Punch
Muk,68,Thunder Punch
Muk,69,Ice Punch
Muk,70,Sleep Talk
Muk,73,Drain Punch
Muk,80,Metronome
Muk,83,Poison Jab
Muk,85,Rest
Muk,86,Rock Slide
Muk,87,Taunt
Muk,91,Toxic Spikes
Muk,92,Imprison
Muk,94,Dark Pulse
Muk,102,Gunk Shot
Muk,103,Substitute
Muk,111,Giga Drain
Muk,114,Shadow Ball
Muk,125,Flamethrower
Muk,126,Thunderbolt
Muk,130,Helping Hand
Muk,141,Fire Blast
Muk,148,Sludge Bomb
Muk,152,Giga Impact
Muk,158,Focus Blast
Muk,163,Hyper Beam
Muk,166,Thunder
Muk,171,Tera Blast
Muk,174,Haze
Muk,175,Toxic
Muk,177,Spite
Muk,181,Knock Off
Muk,185,Lunge
Muk,192,Focus Punch
Muk,199,Lash Out
Muk,202,Pain Split
Muk,214,Sludge Wave
Muk,224,Curse
Shellder,1,Take Down
Shellder,7,Protect
Shellder,11,Water Pulse
Shellder,22,Chilling Water
Shellder,25,Facade
Shellder,32,Swift
Shellder,34,Icy Wind
Shellder,35,Mud Shot
Shellder,46,Avalanche
Shellder,47,Endure
Shellder,50,Rain Dance
Shellder,52,Snowscape
Shellder,70,Sleep Talk
Shellder,76,Rock Blast
Shellder,77,Waterfall
Shellder,85,Rest
Shellder,90,Spikes
Shellder,91,Toxic Spikes
Shellder,103,Substitute
Shellder,104,Iron Defense
Shellder,110,Liquidation
Shellder,123,Surf
Shellder,124,Ice Spinner
Shellder,130,Helping Hand
Shellder,135,Ice Beam
Shellder,142,Hydro Pump
Shellder,143,Blizzard
Shellder,171,Tera Blast
Shellder,187,Icicle Spear
Shellder,208,Whirlpool
Cloyster,1,Take Down
Cloyster,6,Scary Face
Cloyster,7,Protect
Cloyster,11,Water Pulse
Cloyster,22,Chilling Water
Cloyster,25,Facade
Cloyster,32,Swift
Cloyster,34,Icy Wind
Cloyster,35,Mud Shot
Cloyster,46,Avalanche
Cloyster,47,Endure
Cloyster,50,Rain Dance
Cloyster,52,Snowscape
Cloyster,53,Smart Strike
Cloyster,66,Body Slam
Cloyster,70,Sleep Talk
Cloyster,75,Light Screen
Cloyster,76,Rock Blast
Cloyster,77,Waterfall
Cloyster,83,Poison Jab
Cloyster,85,Rest
Cloyster,90,Spikes
Cloyster,91,Toxic Spikes
Cloyster,103,Substitute
Cloyster,104,Iron Defense
Cloyster,106,Drill Run
Cloyster,110,Liquidation
Cloyster,123,Surf
Cloyster,124,Ice Spinner
Cloyster,130,Helping Hand
Cloyster,135,Ice Beam
Cloyster,142,Hydro Pump
Cloyster,143,Blizzard
Cloyster,152,Giga Impact
Cloyster,163,Hyper Beam
Cloyster,171,Tera Blast
Cloyster,187,Icicle Spear
Cloyster,193,Weather Ball
Cloyster,208,Whirlpool
Gastly,7,Toxic
Gastly,17,Protect
Gastly,26,Energy Ball
Gastly,35,Endure
Gastly,42,Giga Drain
Gastly,48,Self-Destruct
Gastly,49,Icy Wind
Gastly,53,Sludge Bomb
Gastly,57,Will-O-Wisp
Gastly,63,Psychic
Gastly,67,Thunderbolt
Gastly,74,Shadow Ball
Gastly,77,Poison Jab
Gastly,83,Nasty Plot
Gastly,85,Substitute
Gastly,90,Dark Pulse
Gastly,91,Curse
Gastly,92,Dazzling Gleam
Gastly,95,Taunt
Gastly,100,Gunk Shot
Gastly,106,Thunder
Gastly,109,Facade
Gastly,112,Acid Spray
Gastly,127,Dream Eater
Haunter,7,Toxic
Haunter,17,Protect
Haunter,23,Thunder Punch
Haunter,24,Ice Punch
Haunter,26,Energy Ball
Haunter,29,Fire Punch
Haunter,35,Endure
Haunter,42,Giga Drain
Haunter,48,Self-Destruct
